timepoint,well,plant,date,target,exp_group,target_ct,18S_ct,dct,ddct,2pwrneg_ddct,log_2pwrneg_ddct,method
3,A08,4,4_9,TBSV,TBSV_DI73,17.68,17.565,0.115,1.526,0.347238784,-0.459371773,agro
3,C09,6,4_9,TBSV,TBSV_DI73,14.31,20.68,-6.37,-4.959,31.10339162,1.492807748,agro
3,A05,na,8_1,DI72,neg_ctrl,100,100,0,,,,agro
3,A06,na,8_1,DI73,neg_ctrl,100,30.3,69.7,,,,agro
3,A04,na,8_1,TBSV,neg_ctrl,100,25.915,74.085,,,,agro
3,G11,na,8_1,DI72,neg_plt,30.165,13.14,17.025,,,,agro
3,G12,na,8_1,DI73,neg_plt,100,11.775,88.225,,,,agro
3,G10,na,8_1,TBSV,neg_plt,32.68,10.64,22.04,,,,agro
3,A02,na,8_1,DI72,pos_ctrl,10.21,30.91,-20.7,,,,agro
3,A03,na,8_1,DI73,pos_ctrl,12.605,19.605,-7,,,,agro
3,A01,na,8_1,TBSV,pos_ctrl,9.38,21.92,-12.54,,,,agro
3,C02,9,8_1,DI72,TBSV,18.31,13.64,4.67,-47.117,1.53E+14,14.18363031,agro
3,A11,40,8_1,DI72,TBSV,18.135,16.305,1.83,-49.957,1.09E+15,15.03855549,agro
3,C05,21,8_1,DI72,TBSV,16.325,17.29,-0.965,-52.752,7.58E+15,15.87993433,agro
3,A08,12,8_1,DI72,TBSV,30.94,17.41,13.53,-38.257,3.28E+11,11.51650454,agro
3,C08,31,8_1,DI72,TBSV,19.125,18.415,0.71,-51.077,2.38E+15,15.37570909,agro
3,C03,9,8_1,DI73,TBSV,100,15.1005,84.8995,13.7445,7.29E-05,-4.137506775,agro
3,A12,40,8_1,DI73,TBSV,100,17.38,82.62,11.465,0.000353746,-3.4513089,agro
3,A09,12,8_1,DI73,TBSV,100,19.525,80.475,9.32,0.00156459,-2.80559956,agro
3,C06,21,8_1,DI73,TBSV,100,32.57,67.43,-3.725,13.22320509,1.121336734,agro
3,C09,31,8_1,DI73,TBSV,100,41.34,58.66,-12.495,5772.577813,3.761369796,agro
3,A10,40,8_1,TBSV,TBSV,19.515,14.14,5.375,6.786,0.009061716,-2.042789551,agro
3,C01,9,8_1,TBSV,TBSV,19.77,14.325,5.445,6.856,0.008632535,-2.06386165,agro
3,C04,21,8_1,TBSV,TBSV,17.41,17.605,-0.195,1.216,0.430474594,-0.366052475,agro
3,A07,12,8_1,TBSV,TBSV,15.93,18.31,-2.38,-0.969,1.957483301,0.291698066,agro
3,C07,31,8_1,TBSV,TBSV,15.07,19.71,-4.64,-3.229,9.376178269,0.972025856,agro
3,C11,3,8_1,DI72,TBSV_DI72,16.935,9.93,7.005,-44.782,3.02E+13,13.48072527,agro
3,E08,22,8_1,DI72,TBSV_DI72,18.775,13.615,5.16,-46.627,1.09E+14,14.03612561,agro
3,E02,33,8_1,DI72,TBSV_DI72,17.33,14.735,2.595,-49.192,6.43E+14,14.80826755,agro
3,E05,42,8_1,DI72,TBSV_DI72,15.985,15.21,0.775,-51.012,2.27E+15,15.35614214,agro
3,E11,45,8_1,DI72,TBSV_DI72,18.71,17.665,1.045,-50.742,1.88E+15,15.27486404,agro
3,E09,22,8_1,DI73,TBSV_DI72,100,16.475,83.525,12.37,0.000188912,-3.723741046,agro
3,E12,45,8_1,DI73,TBSV_DI72,100,17.44,82.56,11.405,0.000368768,-3.433247101,agro
3,E03,33,8_1,DI73,TBSV_DI72,100,19.055,80.945,9.79,0.001129578,-2.947083658,agro
3,C12,3,8_1,DI73,TBSV_DI72,34.355,20.01,14.345,-56.81,1.26E+17,17.10151405,agro
3,E06,42,8_1,DI73,TBSV_DI72,100,31.79,68.21,-2.945,7.700755545,0.886533337,agro
3,E07,22,8_1,TBSV,TBSV_DI72,18.36,14.38,3.98,5.391,0.023831276,-1.622852707,agro
3,E10,45,8_1,TBSV,TBSV_DI72,16.91,15.355,1.555,2.966,0.127980863,-0.892854967,agro
3,E01,33,8_1,TBSV,TBSV_DI72,18.685,15.9,2.785,4.196,0.054560474,-1.263121862,agro
3,E04,42,8_1,TBSV,TBSV_DI72,17.595,17.65,-0.055,1.356,0.39066394,-0.408196674,agro
3,C10,3,8_1,TBSV,TBSV_DI72,17.855,18.685,-0.83,0.581,0.668500248,-0.174898427,agro
3,E05,49,8_1,DI72,TBSV_DI73,26.37,12.62,13.75,-38.037,2.82E+11,11.45027795,agro
3,E02,27,8_1,DI72,TBSV_DI73,16.76,16.665,0.095,-51.692,3.64E+15,15.56084254,agro
3,G02,50,8_1,DI72,TBSV_DI73,17.27,16.995,0.275,-51.512,3.21E+15,15.50665714,agro
3,G05,29,8_1,DI72,TBSV_DI73,17.23,17.625,-0.395,-52.182,5.11E+15,15.70834723,agro
3,G08,2,8_1,DI72,TBSV_DI73,16.85,17.68,-0.83,-52.617,6.91E+15,15.83929528,agro
3,G03,50,8_1,DI73,TBSV_DI73,42.465,10.66,31.805,-39.35,7.01E+11,11.84553033,agro
3,E06,49,8_1,DI73,TBSV_DI73,100,14.855,85.145,13.99,6.15E-05,-4.211409639,agro
3,E03,27,8_1,DI73,TBSV_DI73,34.505,19.985,14.52,-56.635,1.12E+17,17.0488338,agro
3,G06,29,8_1,DI73,TBSV_DI73,100,29.18,70.82,-0.335,1.261377409,0.100845049,agro
3,G09,2,8_1,DI73,TBSV_DI73,100,29.68,70.32,-0.835,1.783857039,0.251360046,agro
3,E04,49,8_1,TBSV,TBSV_DI73,13.1005,15.31,-2.2095,-0.7985,1.739291808,0.240372452,agro
3,G04,29,8_1,TBSV,TBSV_DI73,14.93,17.19,-2.26,-0.849,1.80125196,0.255574466,agro
3,G07,2,8_1,TBSV,TBSV_DI73,16.085,17.215,-1.13,0.281,0.823020345,-0.084589429,agro
3,E01,27,8_1,TBSV,TBSV_DI73,17.87,17.25,0.62,2.031,0.244685413,-0.611391921,agro
3,G01,50,8_1,TBSV,TBSV_DI73,17.385,17.415,-0.03,1.381,0.383952567,-0.415722424,agro
3,A05,na,8_10,DI72,neg_ctrl,36.14,100,-63.86,,,,agro
3,A06,na,8_10,DI73,neg_ctrl,100,34.26,65.74,,,,agro
3,A04,na,8_10,TBSV,neg_ctrl,100,30.58,69.42,,,,agro
3,G11,4,8_10,DI72,neg_plt,33.04,14.3,18.74,,,,agro
3,H11,37,8_10,DI72,neg_plt,30.06,15.21,14.85,,,,agro
3,E02,4,8_10,DI72,neg_plt,33.395,18.14,15.255,,,,agro
3,H12,37,8_10,DI73,neg_plt,100,13.73,86.27,,,,agro
3,G12,4,8_10,DI73,neg_plt,100,14.55,85.45,,,,agro
3,E03,4,8_10,DI73,neg_plt,100,17.215,82.785,,,,agro
3,H10,37,8_10,TBSV,neg_plt,100,12.74,87.26,,,,agro
3,G10,4,8_10,TBSV,neg_plt,100,15.97,84.03,,,,agro
3,E01,4,8_10,TBSV,neg_plt,38.11,17.9,20.21,,,,agro
3,A02,na,8_10,DI72,pos_ctrl,10.735,100,-89.265,,,,agro
3,A03,na,8_10,DI73,pos_ctrl,12.055,23.95,-11.895,,,,agro
3,A01,na,8_10,TBSV,pos_ctrl,9.505,33.275,-23.77,,,,agro
3,A08,24,8_10,DI72,TBSV,17.025,11.34,5.685,-46.102,7.55E+13,13.87808486,agro
3,A11,46,8_10,DI72,TBSV,30.325,33.31,-2.985,-54.772,3.08E+16,16.48801492,agro
3,C08,13,8_10,DI72,TBSV,16.64,100,-83.36,-135.147,4.82E+40,40.68330082,agro
3,C05,23,8_10,DI72,TBSV,16.74,100,-83.26,-135.047,4.50E+40,40.65319782,agro
3,C02,32,8_10,DI72,TBSV,29.495,100,-70.505,-122.292,6.51E+36,36.81356023,agro
3,C09,13,8_10,DI73,TBSV,29.32,13.29,16.03,-55.125,3.93E+16,16.59427851,agro
3,A09,24,8_10,DI73,TBSV,38.8,17.41,21.39,-49.765,9.57E+14,14.98075773,agro
3,A12,46,8_10,DI73,TBSV,100,19.92,80.08,8.925,0.002057346,-2.686692711,agro
3,C03,32,8_10,DI73,TBSV,35.825,24.265,11.56,-59.595,8.71E+17,17.93988259,agro
3,C06,23,8_10,DI73,TBSV,31.655,35.44,-3.785,-74.94,3.62E+22,22.55918788,agro
3,A07,24,8_10,TBSV,TBSV,16.31,17.41,-1.1,0.311,0.806082831,-0.093620329,agro
3,A10,46,8_10,TBSV,TBSV,13.075,18.095,-5.02,-3.609,12.20161323,1.086417254,agro
3,C07,13,8_10,TBSV,TBSV,13.395,20.495,-7.1,-5.689,51.58930122,1.712559645,agro
3,C04,23,8_10,TBSV,TBSV,14.495,22.765,-8.27,-6.859,116.0819621,2.06476474,agro
3,C01,32,8_10,TBSV,TBSV,13.87,22.94,-9.07,-7.659,202.110435,2.305588737,agro
3,C11,21,8_10,DI72,TBSV_DI72,32.53,17.095,15.435,-36.352,8.77E+10,10.9430424,agro
3,E11,18,8_10,DI72,TBSV_DI72,17.605,19.1005,-1.4955,-53.2825,1.10E+16,16.03963074,agro
3,E02,36,8_10,DI72,TBSV_DI72,33.095,19.695,13.4,-38.387,3.59E+11,11.55563844,agro
3,E08,35,8_10,DI72,TBSV_DI72,18.44,20.085,-1.645,-53.432,1.22E+16,16.08463473,agro
3,E05,15,8_10,DI72,TBSV_DI72,18.27,22.91,-4.64,-56.427,9.69E+16,16.98621957,agro
3,C12,21,8_10,DI73,TBSV_DI72,100,16.03,83.97,12.815,0.000138772,-3.857699394,agro
3,E09,35,8_10,DI73,TBSV_DI72,100,17.1,82.9,11.745,0.000291342,-3.535597299,agro
3,E12,18,8_10,DI73,TBSV_DI72,100,17.675,82.325,11.17,0.000434005,-3.362505052,agro
3,E03,36,8_10,DI73,TBSV_DI72,100,17.695,82.305,11.15,0.000440064,-3.356484452,agro
3,E06,15,8_10,DI73,TBSV_DI72,34.825,24.22,10.605,-60.55,1.69E+18,18.22736624,agro
3,E01,36,8_10,TBSV,TBSV_DI72,100,17,83,84.411,3.89E-26,-25.41024296,agro
3,E07,35,8_10,TBSV,TBSV_DI72,24.915,17.44,7.475,8.886,0.00211372,-2.674952541,agro
3,E10,18,8_10,TBSV,TBSV_DI72,21.755,18.26,3.495,4.906,0.033353917,-1.476853159,agro
3,C10,21,8_10,TBSV,TBSV_DI72,100,18.415,81.585,82.996,1.04E-25,-24.98428552,agro
3,E04,15,8_10,TBSV,TBSV_DI72,15.265,20.525,-5.26,-3.849,14.41001568,1.158664453,agro
3,G08,7,8_10,DI72,TBSV_DI73,28.99,1.81,27.18,-24.607,2.56E+07,7.407445103,agro
3,C08,33,8_10,DI72,TBSV_DI73,27.375,17.51,9.865,-41.922,4.17E+12,12.61977948,agro
3,H02,25,8_10,DI72,TBSV_DI73,22.25,18.82,3.43,-48.357,3.61E+14,14.5569075,agro
3,H08,16,8_10,DI72,TBSV_DI73,15.62,20.11,-4.49,-56.277,8.73E+16,16.94106507,agro
3,H05,40,8_10,DI72,TBSV_DI73,16.46,21.16,-4.7,-56.487,1.01E+17,17.00428137,agro
3,C11,1,8_10,DI72,TBSV_DI73,28.365,23.27,5.095,-46.692,1.14E+14,14.05569256,agro
3,G05,29,8_10,DI72,TBSV_DI73,27.22,40.1,-12.88,-64.667,2.93E+19,19.46670673,agro
3,G02,34,8_10,DI72,TBSV_DI73,17.75,100,-82.25,-134.037,2.23E+40,40.34915753,agro
3,H03,25,8_10,DI73,TBSV_DI73,20.31,16.29,4.02,-67.135,1.62E+20,20.20964876,agro
3,H09,16,8_10,DI73,TBSV_DI73,26.54,17.04,9.5,-61.655,3.63E+18,18.56000438,agro
3,H06,40,8_10,DI73,TBSV_DI73,32.89,18.44,14.45,-56.705,1.17E+17,17.0699059,agro
3,C09,33,8_10,DI73,TBSV_DI73,100,21.71,78.29,7.135,0.007114608,-2.147849019,agro
3,G09,7,8_10,DI73,TBSV_DI73,32.72,22.09,10.63,-60.525,1.66E+18,18.21984049,agro
3,C12,1,8_10,DI73,TBSV_DI73,100,22.85,77.15,5.995,0.015679246,-1.804674824,agro
3,G03,34,8_10,DI73,TBSV_DI73,39.62,24.14,15.48,-55.675,5.75E+16,16.75984501,agro
3,G06,29,8_10,DI73,TBSV_DI73,100,100,0,-71.155,2.63E+21,21.41978934,agro
3,H07,16,8_10,TBSV,TBSV_DI73,13.29,17.51,-4.22,-2.809,7.007986521,0.845593258,agro
3,H01,25,8_10,TBSV,TBSV_DI73,13.86,18.21,-4.35,-2.939,7.668795508,0.884727157,agro
3,H04,40,8_10,TBSV,TBSV_DI73,14.53,18.1,-3.57,-2.159,4.466051848,0.649923761,agro
3,G04,29,8_10,TBSV,TBSV_DI73,14.07,18.62,-4.55,-3.139,8.809132785,0.944933156,agro
3,G07,7,8_10,TBSV,TBSV_DI73,14.32,18.88,-4.56,-3.149,8.870405149,0.947943456,agro
3,C10,1,8_10,TBSV,TBSV_DI73,15.155,22.06,-6.905,-5.494,45.06701526,1.653858796,agro
3,G01,34,8_10,TBSV,TBSV_DI73,17.09,22.93,-5.84,-4.429,21.54080111,1.333261851,agro
3,C07,33,8_10,TBSV,TBSV_DI73,13.44,29.31,-15.87,-14.459,2.25E+04,4.352592707,agro
4,E08,38,8_1,DI72,rcvrd_leaf,14.69,12.19,2.5,-13.499375,1.16E+04,4.063716798,agro
4,E11,35,8_1,DI72,rcvrd_leaf,14.62,12.21,2.41,-13.589375,1.23E+04,4.090809497,agro
4,E05,30,8_1,DI72,rcvrd_leaf,18.15,15.98,2.17,-13.829375,1.46E+04,4.163056696,agro
4,E09,38,8_1,DI73,rcvrd_leaf,33.65,8.72,24.93,-53.916875,1.70E+16,16.23059665,agro
4,E12,35,8_1,DI73,rcvrd_leaf,30.94,11.41,19.53,-59.316875,7.18E+17,17.85615862,agro
4,E06,30,8_1,DI73,rcvrd_leaf,100,14.125,85.875,7.028125,0.007661672,-2.115676438,agro
4,E07,38,8_1,TBSV,rcvrd_leaf,16.71,12.68,4.03,-38.61875,4.22E+11,11.62540215,agro
4,E10,35,8_1,TBSV,rcvrd_leaf,16.7,13.905,2.795,-39.85375,9.94E+11,11.99717419,agro
4,E04,30,8_1,TBSV,rcvrd_leaf,16.995,14.115,2.88,-39.76875,9.37E+11,11.97158664,agro
4,G02,5,8_1,DI72,rcvrd_leaf,12.835,11.325,1.51,-14.489375,2.30E+04,4.361736493,agro
4,G05,18,8_1,DI72,rcvrd_leaf,14.72,13.495,1.225,-14.774375,2.80E+04,4.447530042,agro
4,G03,5,8_1,DI73,rcvrd_leaf,30.505,8.395,22.11,-56.736875,1.20E+17,17.07950124,agro
4,G06,18,8_1,DI73,rcvrd_leaf,100,13.54,86.46,7.613125,0.005107649,-2.291778986,agro
4,G01,5,8_1,TBSV,rcvrd_leaf,16.6,11.24,5.36,-37.28875,1.68E+11,11.22503225,agro
4,G04,18,8_1,TBSV,rcvrd_leaf,16.975,12.9,4.075,-38.57375,4.09E+11,11.6118558,agro
1,A01,na,6,TBSV,pos_ctrl,12.06,21.31,,,,,leaf_soup
1,A02,na,6,DI72,pos_ctrl,11.32,16.165,,,,,leaf_soup
1,A03,na,6,TBSV,neg_ctrl,100,31.41,,,,,leaf_soup
1,A04,na,6,DI72,neg_ctrl,100,64,,,,,leaf_soup
1,A05,30,6,TBSV,TBSV,11.79,19.04,-7.25,-7.25,152.2185107,2.182467469,leaf_soup
1,A06,30,6,DI72,TBSV,30.95,51.25,-20.3,-20.3,1290948.484,6.110908912,leaf_soup
1,A07,13,6,TBSV,TBSV,11.16,26.945,-15.785,-15.785,56462.28912,4.751758482,leaf_soup
1,A08,13,6,DI72,TBSV,30.415,2.295,28.12,28.12,3.42797E-09,-8.464963478,leaf_soup
1,A09,11,6,TBSV,TBSV,17.73,24.36,-6.63,-6.63,99.04415959,1.995828871,leaf_soup
1,A10,11,6,DI72,TBSV,18.425,51.16,-32.735,-32.735,7148532699,9.854216908,leaf_soup
1,A11,33,6,TBSV,TBSV,14.74,34.74,-20,-20,1048576,6.020599913,leaf_soup
1,A12,33,6,DI72,TBSV,17.545,1.135,16.41,16.41,1.14841E-05,-4.939902229,leaf_soup
1,C01,27,6,TBSV,TBSV,10.64,20.355,-9.715,-9.715,840.4394074,2.924506408,leaf_soup
1,C03,17,6,TBSV,TBSV_DI72,15.145,34.775,-19.63,-19.63,811369.7553,5.909218815,leaf_soup
1,C04,17,6,DI72,TBSV_DI72,16.57,20.905,-4.335,-4.335,20.18203854,1.304965031,leaf_soup
1,C05,6,6,TBSV,TBSV_DI72,11.925,12.355,-0.43,-0.43,1.347233577,0.129442898,leaf_soup
1,C06,6,6,DI72,TBSV_DI72,10.915,12.935,-2.02,-2.02,4.055837919,0.608080591,leaf_soup
1,C07,5,6,TBSV,TBSV_DI72,14.355,26.62,-12.265,-12.265,4921.901259,3.692132897,leaf_soup
1,C08,5,6,DI72,TBSV_DI72,15.77,1.54,14.23,14.23,5.20407E-05,-4.283656838,leaf_soup
1,C09,34,6,TBSV,TBSV_DI72,12.145,27.21,-15.065,-15.065,34278.11131,4.535016885,leaf_soup
1,C11,25,6,TBSV,TBSV_DI72,14.705,19.03,-4.325,-4.325,20.04263102,1.301954731,leaf_soup
1,C12,25,6,DI72,TBSV_DI72,16.41,18.845,-2.435,-2.435,5.407643332,0.733008039,leaf_soup
2,E01,9,6,TBSV,TBSV,14.855,17.485,-2.63,-2.63,6.190259974,0.791708889,leaf_soup
2,E02,9,6,DI72,TBSV,17.45,37.075,-19.625,-19.625,808562.6292,5.907713665,leaf_soup
2,E03,24,6,TBSV,TBSV,14.77,15.855,-1.085,-1.085,2.121375483,0.326617545,leaf_soup
2,E04,24,6,DI72,TBSV,11.59,16.675,-5.085,-5.085,33.94200772,1.530737528,leaf_soup
2,E05,18,6,TBSV,TBSV,11.545,26.625,-15.08,-15.08,34636.36715,4.539532335,leaf_soup
2,E06,18,6,DI72,TBSV,18.8,51.2,-32.4,-32.4,5667243324,9.75337186,leaf_soup
2,E07,21,6,TBSV,TBSV,13.06,17.185,-4.125,-4.125,17.44812372,1.241748732,leaf_soup
2,E08,21,6,DI72,TBSV,29.035,2.465,26.57,26.57,1.00377E-08,-7.998366985,leaf_soup
2,E09,23,6,TBSV,TBSV,14.095,28.645,-14.55,-14.55,23987.58004,4.379986437,leaf_soup
2,E10,23,6,DI72,TBSV,20.66,51.26,-30.6,-30.6,1627488271,9.211517867,leaf_soup
2,E11,8,6,TBSV,neg_plt,31.59,14.97,16.62,16.62,9.92845E-06,-5.003118528,leaf_soup
2,E12,8,6,DI72,neg_plt,26.975,15.925,11.05,11.05,0.000471649,-3.326381452,leaf_soup
2,G01,15,6,TBSV,TBSV_DI72,18.76,15.64,3.12,3.12,0.115023456,-0.939213586,leaf_soup
2,G02,15,6,DI72,TBSV_DI72,16.125,15.81,0.315,0.315,0.803850991,-0.094824449,leaf_soup
2,G03,12,6,TBSV,TBSV_DI72,16.27,15.845,0.425,0.425,0.744838732,-0.127937748,leaf_soup
2,G04,12,6,DI72,TBSV_DI72,15.225,33.52,-18.295,-18.295,321620.5355,5.507343771,leaf_soup
2,G05,35,6,TBSV,TBSV_DI72,9.505,20.755,-11.25,-11.25,2435.496172,3.386587451,leaf_soup
2,G06,35,6,DI72,TBSV_DI72,24.425,8.41,16.015,16.015,1.5101E-05,-4.820995381,leaf_soup
2,G07,31,6,TBSV,TBSV_DI72,57.615,22.525,35.09,35.09,2.73437E-11,-10.56314255,leaf_soup
2,G08,31,6,DI72,TBSV_DI72,56.85,19.13,37.72,37.72,4.41722E-12,-11.35485144,leaf_soup
2,G09,29,6,TBSV,TBSV_DI72,13.54,18.57,-5.03,-5.03,32.67238802,1.514180878,leaf_soup
2,G10,29,6,DI72,TBSV_DI72,17.195,27.84,-10.645,-10.645,1601.269029,3.204464304,leaf_soup
2,G11,44,6,TBSV,neg_plt,29.94,17.245,12.695,12.695,0.000150808,-3.821575795,leaf_soup
2,G12,44,6,DI72,neg_plt,24.12,16.515,7.605,7.605,0.005136495,-2.289333117,leaf_soup
3,A01,na,6,TBSV,pos_ctrl,9.01,34.145,-25.135,,,,leaf_soup
3,A02,na,6,DI72,pos_ctrl,11.02,100,-88.98,,,,leaf_soup
3,A03,na,6,TBSV,neg_ctrl,100,29.58,70.42,70.42,6.33093E-22,-21.19853229,leaf_soup
3,A04,na,6,DI72,neg_ctrl,100,20.565,79.435,79.435,1.22372E-24,-23.91231771,leaf_soup
3,A05,32,6,TBSV,neg_plt,25.665,13.315,12.35,,,,leaf_soup
3,A06,32,6,DI72,neg_plt,23.8,13.46,10.34,,,,leaf_soup
3,A09,1,6,TBSV,TBSV,13.12,14.755,-1.635,-1.635,3.1058755,0.492184043,leaf_soup
3,A10,1,6,DI72,TBSV,22.035,20.18,1.855,1.855,0.276432663,-0.558410642,leaf_soup
3,A11,36,6,TBSV,TBSV,14.56,15.815,-1.255,-1.255,2.386671486,0.377792645,leaf_soup
3,A12,36,6,DI72,TBSV,15.32,20.495,-5.175,-5.175,36.12686095,1.557830228,leaf_soup
3,C01,7,6,TBSV,TBSV,13.425,29.91,-16.485,-16.485,91723.25929,4.962479479,leaf_soup
3,C02,7,6,DI72,TBSV,25.38,3.855,21.525,21.525,3.31382E-07,-6.479670657,leaf_soup
3,C03,28,6,TBSV,TBSV_DI72,12.485,25.9,-13.415,-13.415,10922.38276,4.038317392,leaf_soup
3,C04,28,6,DI72,TBSV_DI72,23.805,2.17,21.635,21.635,3.07055E-07,-6.512783956,leaf_soup
3,C05,3,6,TBSV,TBSV_DI72,13.695,26.495,-12.8,-12.8,7131.550215,3.853183944,leaf_soup
3,C06,3,6,DI72,TBSV_DI72,19.685,16.19,3.495,3.495,0.08869521,-1.052099835,leaf_soup
3,C09,19,6,TBSV,TBSV_DI72,13.21,27.685,-14.475,-14.475,22772.42011,4.357409187,leaf_soup
3,C10,19,6,DI72,TBSV_DI72,20.165,19.275,0.89,0.89,0.539614118,-0.267916696,leaf_soup
3,C11,2,6,TBSV,TBSV_DI72,14.7,20.725,-6.025,-6.025,65.11870029,1.813705724,leaf_soup
3,C12,2,6,DI72,TBSV_DI72,17.52,33.87,-16.35,-16.35,83529.60527,4.921840429,leaf_soup
3,E01,26,6,TBSV,TBSV_DI72,15.925,21.375,-5.45,-5.45,43.71328822,1.640613476,leaf_soup
3,E02,26,6,DI72,TBSV_DI72,16.675,28.555,-11.88,-11.88,3769.088617,3.576236348,leaf_soup
